task,harness,model,prompt,run,status,start,end,duration_s,outdir
koota-deferred-mutation-buffer,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786562271.868,1786564404.514,2132.6,k3__koota-deferred-mutation-buffer__run3
optique-conditional-option-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786563065.723,1786564417.124,1351.4,k3-low__optique-conditional-option-dependencies__run1
koota-deferred-mutation-buffer,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786562531.094,1786564730.631,2199.5,k3__koota-deferred-mutation-buffer__run4
optique-conditional-option-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786564232.098,1786564823.840,591.7,k3-low__optique-conditional-option-dependencies__run3
optique-conditional-option-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786563295.446,1786564902.649,1607.2,k3__optique-conditional-option-dependencies__run2
optique-conditional-option-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786564091.835,1786564918.263,826.4,k3-high__optique-conditional-option-dependencies__run3
optique-conditional-option-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786563755.922,1786564950.385,1194.5,k3__optique-conditional-option-dependencies__run3
optique-conditional-option-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786563053.500,1786565061.264,2007.8,k3__optique-conditional-option-dependencies__run1
psd-tools-blend-range-api,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786564417.134,1786565137.359,720.2,k3__psd-tools-blend-range-api__run1
psd-tools-blend-range-api,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786564823.850,1786565155.732,331.9,k3-low__psd-tools-blend-range-api__run1
optique-conditional-option-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786564404.529,1786565225.858,821.3,k3-low__optique-conditional-option-dependencies__run4
psd-tools-blend-range-api,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786564730.644,1786565253.810,523.2,k3-high__psd-tools-blend-range-api__run1
psd-tools-blend-range-api,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786564950.404,1786565264.309,313.9,k3-low__psd-tools-blend-range-api__run2
optique-conditional-option-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786564361.753,1786565284.707,923.0,k3-high__optique-conditional-option-dependencies__run4
psd-tools-blend-range-api,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786564918.279,1786565346.102,427.8,k3-high__psd-tools-blend-range-api__run2
psd-tools-blend-range-api,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786565264.316,1786565575.642,311.3,k3-low__psd-tools-blend-range-api__run4
optique-conditional-option-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786564334.042,1786565576.643,1242.6,k3__optique-conditional-option-dependencies__run4
psd-tools-blend-range-api,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786565137.368,1786565593.563,456.2,k3-high__psd-tools-blend-range-api__run3
psd-tools-blend-range-api,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786565155.737,1786565599.265,443.5,k3-low__psd-tools-blend-range-api__run3
psd-tools-blend-range-api,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786564902.665,1786565673.948,771.3,k3__psd-tools-blend-range-api__run2
psd-tools-blend-range-api,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786565061.284,1786565719.947,658.7,k3__psd-tools-blend-range-api__run3
psd-tools-blend-range-api,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786565225.868,1786565774.174,548.3,k3__psd-tools-blend-range-api__run4
psd-tools-blend-range-api,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786565253.818,1786565806.777,553.0,k3-high__psd-tools-blend-range-api__run4
quill-shared-toolbar-focus,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786565575.650,1786566042.269,466.6,k3-low__quill-shared-toolbar-focus__run1
quill-shared-toolbar-focus,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786565774.183,1786566243.180,469.0,k3-low__quill-shared-toolbar-focus__run3
quill-shared-toolbar-focus,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786565346.112,1786566270.596,924.5,k3-high__quill-shared-toolbar-focus__run1
quill-shared-toolbar-focus,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786565576.661,1786566633.365,1056.7,k3__quill-shared-toolbar-focus__run2
superjson-error-stack-serialization,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786566270.605,1786566634.656,364.1,k3__superjson-error-stack-serialization__run1
quill-shared-toolbar-focus,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786566243.187,1786566658.780,415.6,k3-low__quill-shared-toolbar-focus__run4
quill-shared-toolbar-focus,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786565719.956,1786566778.215,1058.3,k3-high__quill-shared-toolbar-focus__run3
quill-shared-toolbar-focus,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786565284.719,1786566803.617,1518.9,k3__quill-shared-toolbar-focus__run1
superjson-error-stack-serialization,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786566633.376,1786566829.195,195.8,k3-high__superjson-error-stack-serialization__run1
superjson-error-stack-serialization,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786566634.662,1786566839.218,204.6,k3-low__superjson-error-stack-serialization__run1
quill-shared-toolbar-focus,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786565593.572,1786566879.919,1286.3,k3-high__quill-shared-toolbar-focus__run2
quill-shared-toolbar-focus,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786565806.786,1786567011.160,1204.4,k3__quill-shared-toolbar-focus__run4
superjson-error-stack-serialization,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786566803.629,1786567015.502,211.9,k3-low__superjson-error-stack-serialization__run2
superjson-error-stack-serialization,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786566778.224,1786567049.070,270.8,k3-high__superjson-error-stack-serialization__run2
superjson-error-stack-serialization,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786566879.929,1786567071.035,191.1,k3-low__superjson-error-stack-serialization__run3
superjson-error-stack-serialization,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786566839.224,1786567085.710,246.5,k3-high__superjson-error-stack-serialization__run3
superjson-error-stack-serialization,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786566658.788,1786567153.577,494.8,k3__superjson-error-stack-serialization__run2
superjson-error-stack-serialization,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786566829.202,1786567233.166,404.0,k3__superjson-error-stack-serialization__run3
superjson-error-stack-serialization,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786567049.076,1786567282.161,233.1,k3-low__superjson-error-stack-serialization__run4
superjson-error-stack-serialization,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786567015.508,1786567296.743,281.2,k3-high__superjson-error-stack-serialization__run4
quill-shared-toolbar-focus,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786565673.959,1786567423.868,1749.9,k3__quill-shared-toolbar-focus__run3
superjson-error-stack-serialization,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786567011.173,1786567540.071,528.9,k3__superjson-error-stack-serialization__run4
quill-shared-toolbar-focus,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786566042.276,1786567558.064,1515.8,k3-high__quill-shared-toolbar-focus__run4
task-task-graph-export,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786567085.721,1786567665.162,579.4,k3-high__task-task-graph-export__run1
task-task-graph-export,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786567296.749,1786567684.200,387.5,k3-low__task-task-graph-export__run2
task-task-graph-export,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786567153.585,1786567703.646,550.1,k3-low__task-task-graph-export__run1
task-task-graph-export,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786567071.047,1786567798.488,727.4,k3__task-task-graph-export__run1
task-task-graph-export,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786567282.173,1786567812.304,530.1,k3-high__task-task-graph-export__run2
task-task-graph-export,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786567540.080,1786568070.056,530.0,k3-high__task-task-graph-export__run3
task-task-graph-export,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786567423.882,1786568075.291,651.4,k3__task-task-graph-export__run3
task-task-graph-export,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786567233.175,1786568077.263,844.1,k3__task-task-graph-export__run2
task-task-graph-export,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786567558.074,1786568079.844,521.8,k3-low__task-task-graph-export__run3
task-task-graph-export,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786567703.653,1786568161.421,457.8,k3-low__task-task-graph-export__run4
task-task-graph-export,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786567684.206,1786568348.893,664.7,k3-high__task-task-graph-export__run4
quill-shared-toolbar-focus,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786565599.272,1786568349.699,2750.4,k3-low__quill-shared-toolbar-focus__run2
task-task-graph-export,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786567665.173,1786568374.449,709.3,k3__task-task-graph-export__run4
yjs-map-conflict-detection,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786568070.064,1786568640.648,570.6,k3-low__yjs-map-conflict-detection__run1
yjs-map-conflict-detection,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786567812.311,1786568692.240,879.9,k3-high__yjs-map-conflict-detection__run1
yjs-map-conflict-detection,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786568079.851,1786568744.866,665.0,k3-low__yjs-map-conflict-detection__run2
yjs-map-conflict-detection,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786568077.274,1786568827.553,750.3,k3-high__yjs-map-conflict-detection__run2
yjs-map-conflict-detection,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786568349.713,1786568955.118,605.4,k3-low__yjs-map-conflict-detection__run3
yjs-map-conflict-detection,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786567798.501,1786568956.382,1157.9,k3__yjs-map-conflict-detection__run1
yjs-map-conflict-detection,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786568161.428,1786569033.886,872.5,k3__yjs-map-conflict-detection__run3
yjs-map-conflict-detection,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786568640.656,1786569129.245,488.6,k3-high__yjs-map-conflict-detection__run4
yjs-map-conflict-detection,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786568348.900,1786569193.490,844.6,k3-high__yjs-map-conflict-detection__run3
yjs-map-conflict-detection,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786568374.462,1786569256.936,882.5,k3__yjs-map-conflict-detection__run4
yjs-map-conflict-detection,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786568692.253,1786569283.324,591.1,k3-low__yjs-map-conflict-detection__run4
yjs-map-conflict-detection,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786568075.299,1786569413.546,1338.2,k3__yjs-map-conflict-detection__run2
