task,harness,model,prompt,run,status,start,end,duration_s,outdir
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-4-8,v1,4,fail,1784215142.397,1784216164.529,1022.1,opus__dateutil-rfc5545-timezone-interop__run4
dateutil-rfc5545-timezone-interop,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,pass,1784214789.684,1784216491.546,1701.9,glm-default__dateutil-rfc5545-timezone-interop__run4
expr-try-catch-errors,claude,claude-code/claude-opus-4-8,v1,1,fail,1784215542.765,1784217295.370,1752.6,opus__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784215323.415,1784217375.153,2051.7,glm-nothink__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784215587.055,1784217467.091,1880.0,glm-high__expr-try-catch-errors__run2
expr-try-catch-errors,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,pass,1784215298.278,1784217505.933,2207.7,glm-high__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784215563.763,1784217597.710,2033.9,glm-default__expr-try-catch-errors__run2
expr-try-catch-errors,claude,claude-code/claude-opus-4-8,v1,2,fail,1784215724.342,1784217604.277,1879.9,opus__expr-try-catch-errors__run2
expr-try-catch-errors,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784215649.537,1784217644.395,1994.9,glm-nothink__expr-try-catch-errors__run2
expr-try-catch-errors,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784215284.493,1784218577.338,3292.8,glm-default__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784217295.372,1784218719.662,1424.3,glm-nothink__expr-try-catch-errors__run3
expr-try-catch-errors,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784216164.531,1784218720.459,2555.9,glm-default__expr-try-catch-errors__run3
expr-try-catch-errors,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784217597.724,1784218979.145,1381.4,glm-nothink__expr-try-catch-errors__run4
expr-try-catch-errors,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784216491.558,1784219111.077,2619.5,glm-high__expr-try-catch-errors__run3
expr-try-catch-errors,claude,claude-code/claude-opus-4-8,v1,3,pass,1784217375.171,1784219129.989,1754.8,opus__expr-try-catch-errors__run3
expr-try-catch-errors,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784217505.947,1784219194.271,1688.3,glm-high__expr-try-catch-errors__run4
expr-try-catch-errors,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,pass,1784217467.101,1784219197.883,1730.8,glm-default__expr-try-catch-errors__run4
fastapi-deprecation-response-headers,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784218577.353,1784219331.564,754.2,glm-high__fastapi-deprecation-response-headers__run1
fastapi-deprecation-response-headers,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,pass,1784217644.410,1784219395.416,1751.0,glm-default__fastapi-deprecation-response-headers__run1
fastapi-deprecation-response-headers,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784218719.676,1784219436.255,716.6,glm-nothink__fastapi-deprecation-response-headers__run1
expr-try-catch-errors,claude,claude-code/claude-opus-4-8,v1,4,fail,1784217604.279,1784219481.772,1877.5,opus__expr-try-catch-errors__run4
fastapi-deprecation-response-headers,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784219395.429,1784219951.325,555.9,glm-nothink__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784219197.896,1784219968.685,770.8,glm-default__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-4-8,v1,1,fail,1784218720.473,1784220004.916,1284.4,opus__fastapi-deprecation-response-headers__run1
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-4-8,v1,2,fail,1784219194.286,1784220069.526,875.2,opus__fastapi-deprecation-response-headers__run2
fastapi-deprecation-response-headers,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784219111.095,1784220108.475,997.4,glm-high__fastapi-deprecation-response-headers__run2
fastapi-deprecation-response-headers,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784218979.159,1784220190.239,1211.1,glm-default__fastapi-deprecation-response-headers__run2
fastapi-deprecation-response-headers,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784219331.579,1784220235.060,903.5,glm-high__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-4-8,v1,3,pass,1784219436.266,1784220489.700,1053.4,opus__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784219481.774,1784220567.485,1085.7,glm-default__fastapi-deprecation-response-headers__run4
fastapi-deprecation-response-headers,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784219951.334,1784220606.558,655.2,glm-high__fastapi-deprecation-response-headers__run4
fd-deterministic-multi-key-sorting,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784220108.487,1784220705.137,596.6,glm-high__fd-deterministic-multi-key-sorting__run1
fastapi-deprecation-response-headers,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784219968.695,1784220726.307,757.6,glm-nothink__fastapi-deprecation-response-headers__run4
fd-deterministic-multi-key-sorting,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,pass,1784220190.254,1784220836.548,646.3,glm-nothink__fd-deterministic-multi-key-sorting__run1
fd-deterministic-multi-key-sorting,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,pass,1784220069.530,1784221151.480,1081.9,glm-default__fd-deterministic-multi-key-sorting__run1
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-4-8,v1,4,pass,1784220004.919,1784221177.410,1172.5,opus__fastapi-deprecation-response-headers__run4
fd-deterministic-multi-key-sorting,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,pass,1784220567.503,1784221188.120,620.6,glm-high__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-4-8,v1,1,fail,1784220235.072,1784221191.751,956.7,opus__fd-deterministic-multi-key-sorting__run1
fd-deterministic-multi-key-sorting,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784220606.568,1784221212.727,606.2,glm-nothink__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784220836.558,1784221242.830,406.3,glm-high__fd-deterministic-multi-key-sorting__run3
fd-deterministic-multi-key-sorting,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,pass,1784220489.705,1784221449.036,959.3,glm-default__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784221188.129,1784221557.801,369.7,glm-default__fd-deterministic-multi-key-sorting__run4
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-4-8,v1,2,fail,1784220705.145,1784221608.081,902.9,opus__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784220726.318,1784221614.669,888.4,glm-default__fd-deterministic-multi-key-sorting__run3
fd-deterministic-multi-key-sorting,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,pass,1784221151.492,1784221692.617,541.1,glm-nothink__fd-deterministic-multi-key-sorting__run3
fd-deterministic-multi-key-sorting,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784221191.753,1784221776.977,585.2,glm-high__fd-deterministic-multi-key-sorting__run4
fd-deterministic-multi-key-sorting,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784221212.736,1784221813.083,600.3,glm-nothink__fd-deterministic-multi-key-sorting__run4
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-4-8,v1,3,fail,1784221177.415,1784221896.026,718.6,opus__fd-deterministic-multi-key-sorting__run3
kcp-go-multiplexed-kcp-streams,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784221692.626,1784222055.366,362.7,glm-default__kcp-go-multiplexed-kcp-streams__run2
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-4-8,v1,4,fail,1784221242.839,1784222072.069,829.2,opus__fd-deterministic-multi-key-sorting__run4
kcp-go-multiplexed-kcp-streams,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784221608.083,1784222397.604,789.5,glm-nothink__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784222055.371,1784222453.200,397.8,glm-default__kcp-go-multiplexed-kcp-streams__run3
kcp-go-multiplexed-kcp-streams,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784221813.091,1784222645.564,832.5,glm-nothink__kcp-go-multiplexed-kcp-streams__run2
kcp-go-multiplexed-kcp-streams,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784221557.805,1784222749.974,1192.2,glm-high__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784221449.047,1784222810.962,1361.9,glm-default__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-4-8,v1,1,fail,1784221614.679,1784222843.814,1229.1,opus__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784222072.072,1784223091.623,1019.6,glm-high__kcp-go-multiplexed-kcp-streams__run3
kcp-go-multiplexed-kcp-streams,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,pass,1784221776.984,1784223461.111,1684.1,glm-high__kcp-go-multiplexed-kcp-streams__run2
kcp-go-multiplexed-kcp-streams,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,pass,1784222749.980,1784223481.117,731.1,glm-high__kcp-go-multiplexed-kcp-streams__run4
kcp-go-multiplexed-kcp-streams,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784222810.970,1784223687.065,876.1,glm-nothink__kcp-go-multiplexed-kcp-streams__run4
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-4-8,v1,2,fail,1784221896.028,1784223747.638,1851.6,opus__kcp-go-multiplexed-kcp-streams__run2
kcp-go-multiplexed-kcp-streams,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,pass,1784222645.571,1784223781.083,1135.5,glm-default__kcp-go-multiplexed-kcp-streams__run4
kombu-single-active-consumer-priority,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,pass,1784223260.673,1784223878.719,618.0,glm-high__kombu-single-active-consumer-priority__run1
kombu-single-active-consumer-priority,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784223091.629,1784223966.493,874.9,glm-default__kombu-single-active-consumer-priority__run1
kcp-go-multiplexed-kcp-streams,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784222397.609,1784224034.049,1636.4,glm-nothink__kcp-go-multiplexed-kcp-streams__run3
kombu-single-active-consumer-priority,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784223781.091,1784224316.975,535.9,glm-nothink__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784223747.640,1784224321.460,573.8,glm-high__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-4-8,v1,1,pass,1784223481.121,1784224433.323,952.2,opus__kombu-single-active-consumer-priority__run1
kombu-single-active-consumer-priority,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784223687.070,1784224556.191,869.1,glm-default__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784224034.058,1784224581.939,547.9,glm-high__kombu-single-active-consumer-priority__run3
fastapi-deprecation-response-headers,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784219129.991,1784224632.509,5502.5,glm-nothink__fastapi-deprecation-response-headers__run2
kombu-single-active-consumer-priority,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784223461.124,1784224672.565,1211.4,glm-nothink__kombu-single-active-consumer-priority__run1
kombu-single-active-consumer-priority,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784224316.985,1784224712.183,395.2,glm-nothink__kombu-single-active-consumer-priority__run3
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-4-8,v1,2,pass,1784223878.726,1784224827.760,949.0,opus__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784223966.503,1784224906.557,940.1,glm-default__kombu-single-active-consumer-priority__run3
kombu-virtual-queue-dead-lettering,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784224672.575,1784225095.669,423.1,glm-default__kombu-virtual-queue-dead-lettering__run1
kombu-single-active-consumer-priority,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784224581.945,1784225121.275,539.3,glm-nothink__kombu-single-active-consumer-priority__run4
kombu-single-active-consumer-priority,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784224433.325,1784225134.312,701.0,glm-default__kombu-single-active-consumer-priority__run4
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-4-8,v1,3,fail,1784224321.467,1784225149.633,828.2,opus__kombu-single-active-consumer-priority__run3
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-4-8,v1,4,pass,1784222843.816,1784225284.353,2440.5,opus__kcp-go-multiplexed-kcp-streams__run4
kombu-single-active-consumer-priority,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784224556.200,1784225404.542,848.3,glm-high__kombu-single-active-consumer-priority__run4
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-4-8,v1,4,pass,1784224632.511,1784225477.309,844.8,opus__kombu-single-active-consumer-priority__run4
kombu-virtual-queue-dead-lettering,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784224827.762,1784225576.561,748.8,glm-nothink__kombu-virtual-queue-dead-lettering__run1
kombu-virtual-queue-dead-lettering,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784224712.189,1784225591.209,879.0,glm-high__kombu-virtual-queue-dead-lettering__run1
kombu-virtual-queue-dead-lettering,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784225134.320,1784225752.674,618.4,glm-nothink__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784225121.283,1784225820.040,698.8,glm-high__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784225095.673,1784226020.163,924.5,glm-default__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784225477.311,1784226170.786,693.5,glm-nothink__kombu-virtual-queue-dead-lettering__run3
kombu-virtual-queue-dead-lettering,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784225404.551,1784226267.334,862.8,glm-high__kombu-virtual-queue-dead-lettering__run3
kombu-virtual-queue-dead-lettering,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784225752.682,1784226504.600,751.9,glm-high__kombu-virtual-queue-dead-lettering__run4
kombu-virtual-queue-dead-lettering,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784225284.354,1784226540.125,1255.8,glm-default__kombu-virtual-queue-dead-lettering__run3
kombu-virtual-queue-dead-lettering,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784225758.422,1784226552.545,794.1,glm-nothink__kombu-virtual-queue-dead-lettering__run4
koota-deferred-mutation-buffer,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784225820.047,1784226726.492,906.4,glm-default__koota-deferred-mutation-buffer__run1
koota-deferred-mutation-buffer,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784225845.978,1784226784.831,938.9,glm-high__koota-deferred-mutation-buffer__run1
koota-deferred-mutation-buffer,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784226194.825,1784226851.957,657.1,glm-default__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784226020.172,1784226969.502,949.3,glm-nothink__koota-deferred-mutation-buffer__run1
kombu-virtual-queue-dead-lettering,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784225591.218,1784226998.668,1407.5,glm-default__kombu-virtual-queue-dead-lettering__run4
koota-deferred-mutation-buffer,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784226540.136,1784227015.716,475.6,glm-default__koota-deferred-mutation-buffer__run3
koota-deferred-mutation-buffer,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784226553.204,1784227471.646,918.4,glm-nothink__koota-deferred-mutation-buffer__run3
koota-deferred-mutation-buffer,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784226267.342,1784227479.864,1212.5,glm-nothink__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784226241.822,1784227571.878,1330.1,glm-high__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784226552.557,1784227781.835,1229.3,glm-high__koota-deferred-mutation-buffer__run3
optique-conditional-option-dependencies,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784227548.703,1784228366.325,817.6,glm-high__optique-conditional-option-dependencies__run2
koota-deferred-mutation-buffer,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784226851.962,1784229365.363,2513.4,glm-nothink__koota-deferred-mutation-buffer__run4
optique-conditional-option-dependencies,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784227017.925,1784230230.163,3212.2,glm-nothink__optique-conditional-option-dependencies__run1
koota-deferred-mutation-buffer,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784226784.841,1784231517.199,4732.4,glm-high__koota-deferred-mutation-buffer__run4
koota-deferred-mutation-buffer,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784226774.356,1784232220.877,5446.5,glm-default__koota-deferred-mutation-buffer__run4
optique-conditional-option-dependencies,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784226998.679,1784232485.430,5486.8,glm-default__optique-conditional-option-dependencies__run1
optique-conditional-option-dependencies,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784227015.721,1784232527.191,5511.5,glm-high__optique-conditional-option-dependencies__run1
optique-conditional-option-dependencies,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784227479.876,1784232934.899,5455.0,glm-default__optique-conditional-option-dependencies__run2
optique-conditional-option-dependencies,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784227571.891,1784233025.412,5453.5,glm-nothink__optique-conditional-option-dependencies__run2
optique-conditional-option-dependencies,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784227835.349,1784233288.718,5453.4,glm-default__optique-conditional-option-dependencies__run3
optique-conditional-option-dependencies,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784228366.333,1784233819.918,5453.6,glm-high__optique-conditional-option-dependencies__run3
optique-conditional-option-dependencies,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784229365.376,1784233974.958,4609.6,glm-nothink__optique-conditional-option-dependencies__run3
psd-tools-blend-range-api,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784232541.522,1784234055.745,1514.2,glm-high__psd-tools-blend-range-api__run1
optique-conditional-option-dependencies,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784231517.209,1784234084.023,2566.8,glm-high__optique-conditional-option-dependencies__run4
optique-conditional-option-dependencies,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784230283.583,1784234272.186,3988.6,glm-default__optique-conditional-option-dependencies__run4
psd-tools-blend-range-api,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,pass,1784232934.913,1784234363.427,1428.5,glm-nothink__psd-tools-blend-range-api__run1
psd-tools-blend-range-api,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784232527.202,1784234378.613,1851.4,glm-default__psd-tools-blend-range-api__run1
psd-tools-blend-range-api,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,pass,1784233288.729,1784234434.748,1146.0,glm-high__psd-tools-blend-range-api__run2
optique-conditional-option-dependencies,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784232220.887,1784234450.337,2229.4,glm-nothink__optique-conditional-option-dependencies__run4
psd-tools-blend-range-api,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784233819.930,1784234455.442,635.5,glm-nothink__psd-tools-blend-range-api__run2
psd-tools-blend-range-api,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,pass,1784233112.973,1784234607.715,1494.7,glm-default__psd-tools-blend-range-api__run2
psd-tools-blend-range-api,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784234055.753,1784234830.457,774.7,glm-high__psd-tools-blend-range-api__run3
psd-tools-blend-range-api,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,pass,1784234363.436,1784234995.613,632.2,glm-high__psd-tools-blend-range-api__run4
psd-tools-blend-range-api,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,pass,1784234084.038,1784235040.659,956.6,glm-nothink__psd-tools-blend-range-api__run3
psd-tools-blend-range-api,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784234039.737,1784235133.551,1093.8,glm-default__psd-tools-blend-range-api__run3
psd-tools-blend-range-api,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784234337.387,1784235136.388,799.0,glm-default__psd-tools-blend-range-api__run4
psd-tools-blend-range-api,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784234378.622,1784235201.223,822.6,glm-nothink__psd-tools-blend-range-api__run4
quill-shared-toolbar-focus,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784234450.354,1784235299.062,848.7,glm-default__quill-shared-toolbar-focus__run1
quill-shared-toolbar-focus,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784234455.451,1784235663.274,1207.8,glm-high__quill-shared-toolbar-focus__run1
quill-shared-toolbar-focus,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784234995.620,1784235748.210,752.6,glm-nothink__quill-shared-toolbar-focus__run2
quill-shared-toolbar-focus,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784235136.397,1784235866.935,730.5,glm-nothink__quill-shared-toolbar-focus__run3
quill-shared-toolbar-focus,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784234830.468,1784236052.911,1222.4,glm-high__quill-shared-toolbar-focus__run2
quill-shared-toolbar-focus,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784235299.068,1784236099.860,800.8,glm-high__quill-shared-toolbar-focus__run4
superjson-error-stack-serialization,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784235800.397,1784236276.568,476.2,glm-default__superjson-error-stack-serialization__run1
quill-shared-toolbar-focus,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784235091.514,1784236310.073,1218.6,glm-default__quill-shared-toolbar-focus__run3
superjson-error-stack-serialization,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784236052.922,1784236475.954,423.0,glm-nothink__superjson-error-stack-serialization__run1
quill-shared-toolbar-focus,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784235663.284,1784236551.441,888.2,glm-nothink__quill-shared-toolbar-focus__run4
superjson-error-stack-serialization,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784236171.037,1784236610.828,439.8,glm-default__superjson-error-stack-serialization__run2
quill-shared-toolbar-focus,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784235133.560,1784236630.330,1496.8,glm-high__quill-shared-toolbar-focus__run3
superjson-error-stack-serialization,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784235866.946,1784236651.593,784.6,glm-high__superjson-error-stack-serialization__run1
quill-shared-toolbar-focus,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784235251.756,1784236701.731,1450.0,glm-default__quill-shared-toolbar-focus__run4
superjson-error-stack-serialization,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784236276.571,1784236786.710,510.1,glm-high__superjson-error-stack-serialization__run2
superjson-error-stack-serialization,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784236310.082,1784236794.080,484.0,glm-nothink__superjson-error-stack-serialization__run2
quill-shared-toolbar-focus,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784234680.984,1784236864.289,2183.3,glm-default__quill-shared-toolbar-focus__run2
superjson-error-stack-serialization,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784236551.452,1784237077.662,526.2,glm-high__superjson-error-stack-serialization__run3
superjson-error-stack-serialization,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784236701.741,1784237094.750,393.0,glm-nothink__superjson-error-stack-serialization__run4
superjson-error-stack-serialization,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784236651.599,1784237095.144,443.5,glm-default__superjson-error-stack-serialization__run4
superjson-error-stack-serialization,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784236679.762,1784237128.643,448.9,glm-high__superjson-error-stack-serialization__run4
superjson-error-stack-serialization,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784236523.901,1784237137.281,613.4,glm-default__superjson-error-stack-serialization__run3
superjson-error-stack-serialization,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784236610.832,1784237192.582,581.7,glm-nothink__superjson-error-stack-serialization__run3
quill-shared-toolbar-focus,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784234506.976,1784237251.604,2744.6,glm-nothink__quill-shared-toolbar-focus__run1
task-task-graph-export,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784237128.648,1784237741.921,613.3,glm-nothink__task-task-graph-export__run2
task-task-graph-export,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784236864.309,1784237790.547,926.2,glm-nothink__task-task-graph-export__run1
task-task-graph-export,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784237095.149,1784237898.251,803.1,glm-high__task-task-graph-export__run2
