task,setup,run,passed,start,end,orchestration_s,session_s,generation_s,billed_usd,sole_usd,steps,tokens_in,tokens_out
abs-module-cache-flags,glm-nothink,run3,0,1784140987.320,1784141403.998,416.7,345.6,187.6,0.5464,2.704,132,6419130,28657
abs-module-cache-flags,glm-nothink,run4,1,1784141182.913,1784141638.563,455.6,386.5,209.5,0.7378,3.019,135,6393053,31188
abs-stepped-slices,glm-nothink,run1,1,1784141419.050,1784141932.905,513.9,447.7,282.9,0.9381,4.0766,109,5924762,32680
abs-stepped-slices,glm-nothink,run2,0,1784141638.573,1784142200.066,561.5,495.0,277.5,1.0839,3.9825,170,11129783,47197
abs-stepped-slices,glm-nothink,run3,0,1784141930.437,1784142428.895,498.5,431.7,229.3,1.0454,3.2589,173,9575708,40317
abs-stepped-slices,glm-nothink,run4,0,1784142200.081,1784142721.523,521.4,454.5,244.9,0.9462,3.4759,174,9573666,42448
actionlint-action-pinning-lint,glm-nothink,run1,0,1784142280.602,1784142856.438,575.8,511.3,306.0,1.0581,4.3434,147,13308138,43672
actionlint-action-pinning-lint,glm-nothink,run2,0,1784142721.533,1784143139.520,418.0,354.4,195.1,0.6329,2.7688,112,10176406,29824
actionlint-action-pinning-lint,glm-nothink,run3,1,1784142856.451,1784143387.625,531.2,467.2,271.1,0.8337,3.8477,140,8791682,32098
actionlint-action-pinning-lint,glm-nothink,run4,0,1784143137.743,1784143903.801,766.1,703.4,395.0,1.2786,5.6061,212,20463803,46093
adaptix-name-mapping-aliases,glm-nothink,run1,0,1784143503.780,1784144457.780,954.0,883.9,547.9,1.6249,7.7773,231,25075945,60008
adaptix-name-mapping-aliases,glm-nothink,run2,1,1784143688.098,1784144412.962,724.9,655.0,329.8,0.8759,4.6805,229,18748149,44613
adaptix-name-mapping-aliases,glm-nothink,run3,1,1784144097.943,1784145006.557,908.6,838.0,508.9,1.5113,7.2234,223,24187174,53493
adaptix-name-mapping-aliases,glm-nothink,run4,0,1784144608.465,1784145557.034,948.6,877.0,464.3,1.4397,6.5901,263,28607624,61958
aiomonitor-task-snapshots-diff,glm-nothink,run1,0,1784145006.570,1784145408.773,402.2,351.7,182.7,0.5689,2.5928,123,6452273,27318
aiomonitor-task-snapshots-diff,glm-nothink,run2,0,1784145521.266,1784145829.396,308.1,258.4,145.1,0.4619,2.1243,97,6050451,29119
aiomonitor-task-snapshots-diff,glm-nothink,run3,0,1784145812.801,1784146095.480,282.7,232.5,124.0,0.3676,1.8315,101,5053410,26682
aiomonitor-task-snapshots-diff,glm-nothink,run4,0,1784146003.196,1784146403.361,400.2,349.7,199.2,0.6697,2.9428,125,9012819,39839
anko-default-function-arguments,glm-nothink,run1,0,1784146248.033,1784147293.022,1045.0,974.5,675.1,2.2637,9.9736,212,24816187,82231
anko-default-function-arguments,glm-nothink,run2,1,1784146459.933,1784147488.679,1028.7,957.9,644.5,2.0858,9.5212,220,22967926,74417
anko-default-function-arguments,glm-nothink,run3,0,1784146974.555,1784147677.294,702.7,631.6,445.0,1.3427,6.5736,141,11496439,54446
anko-default-function-arguments,glm-nothink,run4,1,1784147488.691,1784148624.534,1135.8,1065.4,531.8,1.9206,7.856,206,18330100,65507
anko-typed-variable-bindings,glm-nothink,run1,0,1784148229.506,1784148522.930,293.4,224.5,104.2,0.4497,1.5393,88,8696535,15837
anko-typed-variable-bindings,glm-nothink,run2,1,1784148430.955,1784148799.562,368.6,298.0,134.6,0.5366,1.9891,96,4451967,21393
anko-typed-variable-bindings,glm-nothink,run3,0,1784148624.546,1784149032.290,407.7,335.2,159.6,0.6317,2.3584,125,7179311,27234
anko-typed-variable-bindings,glm-nothink,run4,0,1784148947.514,1784149273.264,325.8,254.1,138.9,0.4402,2.048,90,4464090,21924
arcane-drift-detection-baselines,glm-nothink,run1,0,1784149109.398,1784154758.000,5648.6,4.3,1.0,0.0025,0.0143,4,34869,298
arcane-drift-detection-baselines,glm-nothink,run2,1,1784149314.513,1784150244.589,930.1,624.9,443.2,1.2643,6.3065,133,12545333,36196
arcane-drift-detection-baselines,glm-nothink,run3,0,1784150056.842,1784151042.802,986.0,701.0,499.5,2.1052,7.1071,140,16885054,39691
arcane-drift-detection-baselines,glm-nothink,run4,1,1784150421.352,1784151291.685,870.3,587.4,425.4,1.5257,6.053,119,11693274,34365
arktype-json-schema-refs-dependencies,glm-nothink,run1,0,1784151004.178,1784156524.976,5520.8,5381.5,4958.3,14.2511,70.5819,283,29873160,79885
arktype-json-schema-refs-dependencies,glm-nothink,run2,1,1784151378.113,1784154000.309,2622.2,2494.9,1883.2,4.8659,26.8045,402,41264598,91167
arktype-json-schema-refs-dependencies,glm-nothink,run3,0,1784152206.460,1784156120.838,3914.4,3793.1,3315.9,8.8538,47.209,337,29980273,81967
arktype-json-schema-refs-dependencies,glm-nothink,run4,1,1784153756.005,1784158612.939,4856.9,4737.5,4173.0,12.4151,59.5336,380,40460831,96988
awilix-async-container-initialization,glm-nothink,run1,0,1784154651.260,1784154986.153,334.9,273.6,158.1,0.3958,2.2507,104,4668123,24506
awilix-async-container-initialization,glm-nothink,run2,1,1784154851.924,1784155153.698,301.8,241.3,131.7,0.3317,1.8758,100,4072282,23343
awilix-async-container-initialization,glm-nothink,run3,0,1784155164.430,1784155481.323,316.9,257.0,150.5,0.3602,2.1433,93,3943494,25683
awilix-async-container-initialization,glm-nothink,run4,0,1784155631.928,1784156051.662,419.7,359.7,192.0,0.4852,2.7338,152,7852295,29506
bandit-incremental-cache-control,glm-nothink,run1,0,1784156051.672,1784156604.721,553.0,460.6,278.7,0.8884,3.9718,145,9645853,34427
bandit-incremental-cache-control,glm-nothink,run2,0,1784156492.368,1784156938.389,446.0,352.9,203.2,0.6137,2.9061,122,8200950,29238
bandit-incremental-cache-control,glm-nothink,run3,0,1784156604.730,1784157203.505,598.8,507.3,331.7,1.0086,4.7437,135,9698442,38352
bandit-incremental-cache-control,glm-nothink,run4,0,1784156938.397,1784157425.798,487.4,394.0,208.7,0.6035,2.9841,150,9027285,30620
bandit-interprocedural-taint-checks,glm-nothink,run1,0,1784157248.843,1784157778.569,529.7,466.7,229.0,0.6393,3.2753,133,7748286,29990
bandit-interprocedural-taint-checks,glm-nothink,run2,0,1784157598.217,1784158365.666,767.4,695.1,356.8,0.9298,5.1024,231,23369737,51969
bandit-interprocedural-taint-checks,glm-nothink,run3,0,1784157930.791,1784158440.834,510.0,448.3,243.2,0.6256,3.4784,148,12606347,39735
bandit-interprocedural-taint-checks,glm-nothink,run4,0,1784158356.499,1784158966.256,609.8,549.0,368.9,0.9145,5.2757,128,9553777,42179
bandit-structured-nosec-directives,glm-nothink,run1,0,1784158440.843,1784158983.814,543.0,479.2,353.7,0.8593,5.0574,101,6996405,34837
bandit-structured-nosec-directives,glm-nothink,run2,0,1784158729.880,1784159444.451,714.6,650.9,417.0,1.1079,5.9631,181,12877046,49486
bandit-structured-nosec-directives,glm-nothink,run3,0,1784159154.865,1784159954.802,799.9,736.5,530.4,2.2645,7.5848,156,9411300,48379
bandit-structured-nosec-directives,glm-nothink,run4,0,1784159696.263,1784160126.489,430.2,361.7,228.7,3.2508,4.8137,85,4491337,39434
boa-hierarchical-evaluation-cancellation,glm-nothink,run1,0,1784201744.049,1784204056.894,2312.8,1963.2,1639.4,4.3016,24.25,158,13180212,41934
boa-hierarchical-evaluation-cancellation,glm-nothink,run2,1,1784202837.201,1784205813.847,2976.6,2336.0,1999.6,5.3432,30.6165,222,25749791,57682
boa-hierarchical-evaluation-cancellation,glm-nothink,run3,0,1784203785.033,1784207333.901,3548.9,3184.0,2707.8,8.0736,42.2148,315,36084967,78949
boa-hierarchical-evaluation-cancellation,glm-nothink,run4,0,1784204189.291,1784206459.563,2270.3,2053.5,1718.4,5.3903,26.5071,246,22799231,55486
cattrs-partial-structuring-recovery,glm-nothink,run1,0,1784205897.470,1784206669.743,772.3,537.0,321.0,0.8406,4.9519,155,13156164,40886
cattrs-partial-structuring-recovery,glm-nothink,run2,0,1784206553.201,1784207263.949,710.7,662.4,441.9,1.0879,7.2812,161,10872212,40195
cattrs-partial-structuring-recovery,glm-nothink,run3,0,1784207094.211,1784207725.067,630.9,582.6,400.7,1.6599,6.8517,116,10457398,31541
cattrs-partial-structuring-recovery,glm-nothink,run4,0,1784207333.918,1784208563.225,1229.3,1182.6,767.4,2.9471,13.1219,182,15779532,44572
clack-async-autocomplete-options,glm-nothink,run1,1,1784207738.918,1784208519.251,780.3,712.1,462.0,1.738,7.8992,135,9878453,48868
clack-async-autocomplete-options,glm-nothink,run2,0,1784208064.575,1784209682.393,1617.8,1550.1,1203.7,4.6503,20.5814,192,15183273,49427
clack-async-autocomplete-options,glm-nothink,run3,0,1784208295.533,1784208982.197,686.7,619.8,351.3,1.2534,6.0076,154,10516303,42340
clack-async-autocomplete-options,glm-nothink,run4,0,1784208715.603,1784209648.297,932.7,864.2,589.4,2.2554,10.0776,150,15052676,83586
claude-code-by-agents-recursive-delegation,glm-nothink,run1,0,1784208982.208,1784209470.159,488.0,429.1,266.9,0.9764,4.5644,89,5850846,30468
claude-code-by-agents-recursive-delegation,glm-nothink,run2,0,1784209338.653,1784209891.463,552.8,504.1,366.8,1.7049,6.2715,73,6556743,39108
claude-code-by-agents-recursive-delegation,glm-nothink,run3,0,1784209648.311,1784210272.349,624.0,575.8,419.6,2.2511,7.1742,87,6646173,50531
claude-code-by-agents-recursive-delegation,glm-nothink,run4,0,1784209808.563,1784210518.642,710.1,661.4,491.3,2.1524,8.3233,89,5645805,40525
cliffy-config-file-parsing,glm-nothink,run1,1,1784210017.852,1784210524.504,506.7,451.4,196.3,0.7071,3.2259,137,10486925,26001
cliffy-config-file-parsing,glm-nothink,run2,0,1784210229.754,1784210731.077,501.3,446.5,180.1,0.5837,2.7473,134,10927496,29661
cliffy-config-file-parsing,glm-nothink,run3,0,1784210524.513,1784211154.392,629.9,574.1,223.2,0.7269,3.2763,174,15339399,36390
cliffy-config-file-parsing,glm-nothink,run4,0,1784211056.524,1784211554.312,497.8,442.7,175.8,0.5744,2.5812,133,11233693,29265
csstree-shorthand-expansion-compression,glm-nothink,run1,0,1784211197.937,1784211657.667,459.7,411.7,205.4,0.5793,3.0151,113,6179782,34980
csstree-shorthand-expansion-compression,glm-nothink,run2,0,1784211554.321,1784211985.521,431.2,383.6,201.3,0.5065,2.956,105,5204514,38311
csstree-shorthand-expansion-compression,glm-nothink,run3,0,1784211985.529,1784212407.692,422.2,374.9,187.9,0.4917,2.7591,97,5487606,34039
csstree-shorthand-expansion-compression,glm-nothink,run4,0,1784212186.298,1784212805.846,619.5,569.0,244.5,0.7476,3.5891,170,10842657,42310
dateutil-rfc5545-timezone-interop,glm-nothink,run1,0,1784214040.310,1784214665.736,625.4,554.9,247.8,0.5821,3.5319,145,8997119,35784
dateutil-rfc5545-timezone-interop,glm-nothink,run2,0,1784214040.317,1784215142.381,1102.1,1033.5,462.2,1.1395,6.5875,248,26283163,64444
dateutil-rfc5545-timezone-interop,glm-nothink,run3,0,1784214665.745,1784215298.269,632.5,578.7,249.1,0.6927,3.5507,145,9228034,39664
dateutil-rfc5545-timezone-interop,glm-nothink,run4,0,1784215008.220,1784215542.757,534.5,480.1,218.4,0.6144,3.1123,128,8604105,37041
expr-try-catch-errors,glm-nothink,run1,0,1784215323.415,1784217375.153,2051.7,1855.9,834.7,2.1788,11.8965,263,36886691,70620
expr-try-catch-errors,glm-nothink,run2,0,1784215649.537,1784217644.395,1994.9,1837.0,1034.5,2.7157,14.7443,226,32964081,72448
expr-try-catch-errors,glm-nothink,run3,0,1784217295.372,1784218719.662,1424.3,1259.8,592.2,1.6164,8.4408,235,30363485,57097
expr-try-catch-errors,glm-nothink,run4,0,1784217597.724,1784218979.145,1381.4,1224.7,677.8,1.7769,9.6603,187,21982561,60666
fastapi-deprecation-response-headers,glm-nothink,run1,0,1784218719.676,1784219436.255,716.6,607.2,270.0,0.9617,3.8484,150,11374522,35127
fastapi-deprecation-response-headers,glm-nothink,run2,0,1784219129.991,1784224632.509,5502.5,6.8,2.4,0.0107,0.0347,4,25764,420
fastapi-deprecation-response-headers,glm-nothink,run3,0,1784219395.429,1784219951.325,555.9,446.4,177.9,0.5924,2.5359,152,7270408,24905
fastapi-deprecation-response-headers,glm-nothink,run4,0,1784219968.695,1784220726.307,757.6,649.1,312.5,1.2683,4.4536,177,13593484,33574
fd-deterministic-multi-key-sorting,glm-nothink,run1,1,1784220190.254,1784220836.548,646.3,593.1,308.4,1.0428,4.3958,153,11033099,53342
fd-deterministic-multi-key-sorting,glm-nothink,run2,0,1784220606.568,1784221212.727,606.2,552.0,317.4,1.034,4.5237,125,9565274,40260
fd-deterministic-multi-key-sorting,glm-nothink,run3,1,1784221151.492,1784221692.617,541.1,486.5,208.9,1.1053,3.6355,157,10764796,37779
fd-deterministic-multi-key-sorting,glm-nothink,run4,0,1784221212.736,1784221813.083,600.3,546.4,329.1,1.6302,5.7514,117,8550236,36990
kcp-go-multiplexed-kcp-streams,glm-nothink,run1,0,1784221608.083,1784222397.604,789.5,715.9,590.5,2.2553,10.3181,78,3092142,32411
kcp-go-multiplexed-kcp-streams,glm-nothink,run2,0,1784221813.091,1784222645.564,832.5,758.5,609.5,2.2289,10.6505,97,3786601,27478
kcp-go-multiplexed-kcp-streams,glm-nothink,run3,0,1784222397.609,1784224034.049,1636.4,1383.3,1074.8,4.2698,18.7803,180,11164023,58160
kcp-go-multiplexed-kcp-streams,glm-nothink,run4,0,1784222810.970,1784223687.065,876.1,622.7,516.0,1.7844,9.017,70,2416251,29865
kombu-single-active-consumer-priority,glm-nothink,run1,0,1784223461.124,1784224672.565,1211.4,1123.9,815.6,3.9521,14.2511,168,12979152,44688
kombu-single-active-consumer-priority,glm-nothink,run2,0,1784223781.091,1784224316.975,535.9,447.3,256.0,1.0775,4.4738,107,5937675,27301
kombu-single-active-consumer-priority,glm-nothink,run3,0,1784224316.985,1784224712.183,395.2,269.9,136.4,0.6495,2.384,93,4496516,23651
kombu-single-active-consumer-priority,glm-nothink,run4,0,1784224581.945,1784225121.275,539.3,450.8,256.7,1.0991,3.9446,129,7633942,33635
kombu-virtual-queue-dead-lettering,glm-nothink,run1,0,1784224827.762,1784225576.561,748.8,660.9,410.6,1.4935,5.7998,159,11296147,47114
kombu-virtual-queue-dead-lettering,glm-nothink,run2,0,1784225134.320,1784225752.674,618.4,526.3,298.5,0.8618,4.2169,142,8730532,40350
kombu-virtual-queue-dead-lettering,glm-nothink,run3,0,1784225477.311,1784226170.786,693.5,606.0,380.4,1.0126,5.3733,139,8466205,39129
kombu-virtual-queue-dead-lettering,glm-nothink,run4,0,1784225758.422,1784226552.545,794.1,703.4,403.9,1.0181,5.7048,172,13596194,39789
koota-deferred-mutation-buffer,glm-nothink,run1,0,1784226020.172,1784226969.502,949.3,897.7,542.5,1.4334,7.6638,191,20658950,59361
koota-deferred-mutation-buffer,glm-nothink,run2,0,1784226267.342,1784227479.864,1212.5,1160.7,698.2,1.7782,9.8632,202,20021116,69482
koota-deferred-mutation-buffer,glm-nothink,run3,0,1784226553.204,1784227471.646,918.4,864.9,488.3,1.1875,6.8972,156,16311139,51643
koota-deferred-mutation-buffer,glm-nothink,run4,0,1784226851.962,1784229365.363,2513.4,2461.8,1201.7,2.7524,16.9761,158,17559564,64236
optique-conditional-option-dependencies,glm-nothink,run1,0,1784227017.925,1784230230.163,3212.2,3097.3,1415.0,3.1062,19.9918,147,21090810,44326
optique-conditional-option-dependencies,glm-nothink,run2,0,1784227571.891,1784233025.412,5453.5,5402.3,2599.2,6.2344,36.7387,126,13130098,44212
optique-conditional-option-dependencies,glm-nothink,run3,0,1784229365.376,1784233974.958,4609.6,4539.5,1677.4,4.0265,23.7166,212,32316301,56435
optique-conditional-option-dependencies,glm-nothink,run4,0,1784232220.887,1784234450.337,2229.4,2131.5,896.7,1.8333,12.6854,216,33019251,74180
psd-tools-blend-range-api,glm-nothink,run1,1,1784232934.913,1784234363.427,1428.5,1357.3,974.2,1.9763,13.7811,127,8351402,46083
psd-tools-blend-range-api,glm-nothink,run2,0,1784233819.930,1784234455.442,635.5,564.7,343.9,0.7185,4.8652,115,7452621,26214
psd-tools-blend-range-api,glm-nothink,run3,1,1784234084.038,1784235040.659,956.6,886.2,605.1,1.415,8.5597,155,13410791,47724
psd-tools-blend-range-api,glm-nothink,run4,0,1784234378.622,1784235201.223,822.6,753.7,474.1,1.1203,6.7068,160,11183647,43963
quill-shared-toolbar-focus,glm-nothink,run1,0,1784234506.976,1784237251.604,2744.6,2632.6,2116.0,4.8962,29.9624,266,27825167,91724
quill-shared-toolbar-focus,glm-nothink,run2,0,1784234995.620,1784235748.210,752.6,697.7,447.3,0.9008,6.33,152,9730333,36192
quill-shared-toolbar-focus,glm-nothink,run3,0,1784235136.397,1784235866.935,730.5,667.4,430.7,0.7807,6.0964,132,10012876,48477
quill-shared-toolbar-focus,glm-nothink,run4,0,1784235663.284,1784236551.441,888.2,832.4,542.2,1.0819,7.683,166,11252696,43015
superjson-error-stack-serialization,glm-nothink,run1,0,1784236052.922,1784236475.954,423.0,370.2,204.0,0.4205,2.8908,100,4115751,30185
superjson-error-stack-serialization,glm-nothink,run2,0,1784236310.082,1784236794.080,484.0,432.7,306.7,0.7236,4.3455,83,3519192,37906
superjson-error-stack-serialization,glm-nothink,run3,0,1784236610.832,1784237192.582,581.7,526.0,329.4,1.057,4.668,122,5840262,41575
superjson-error-stack-serialization,glm-nothink,run4,0,1784236701.741,1784237094.750,393.0,337.7,194.6,0.5809,2.7576,87,3436240,27501
task-task-graph-export,glm-nothink,run1,0,1784236864.309,1784237790.547,926.2,728.1,378.2,0.9604,5.3584,200,17351165,29850
task-task-graph-export,glm-nothink,run2,0,1784237128.648,1784237741.921,613.3,435.2,286.4,0.649,4.0579,86,5380397,16582
task-task-graph-export,glm-nothink,run3,0,1784237251.619,1784242793.325,5541.7,92.7,69.3,0.1391,0.9822,16,393531,755
task-task-graph-export,glm-nothink,run4,0,1784237790.561,1784238357.242,566.7,414.6,263.6,0.7231,3.7345,90,6287515,19252
yjs-map-conflict-detection,glm-nothink,run1,0,1784238089.184,1784238829.611,740.4,669.2,368.1,0.8884,5.2165,177,12531544,43132
yjs-map-conflict-detection,glm-nothink,run2,1,1784238357.249,1784239050.284,693.0,628.7,391.8,0.8729,5.5518,136,10435278,41388
yjs-map-conflict-detection,glm-nothink,run3,1,1784238619.469,1784239164.254,544.8,479.9,291.1,0.605,4.1246,105,9163998,28629
yjs-map-conflict-detection,glm-nothink,run4,1,1784239133.798,1784239916.643,782.8,717.4,462.1,8.9654,32.7728,153,15752367,55658
